hashed_uid,date,sleep_hours,sleep_quality
ad6e3c7b08dec18b,2013-04-30 00:00:00-04:00,6,3
ad6e3c7b08dec18b,2013-05-01 00:00:00-04:00,8,1
ad6e3c7b08dec18b,2013-05-02 00:00:00-04:00,8,2
ad6e3c7b08dec18b,2013-05-03 00:00:00-04:00,9,2
ad6e3c7b08dec18b,2013-05-04 00:00:00-04:00,8,3
ad6e3c7b08dec18b,2013-05-05 00:00:00-04:00,8,2
ad6e3c7b08dec18b,2013-05-06 00:00:00-04:00,7,1
ad6e3c7b08dec18b,2013-05-07 00:00:00-04:00,8,2
ad6e3c7b08dec18b,2013-05-08 00:00:00-04:00,10,2
ad6e3c7b08dec18b,2013-05-10 00:00:00-04:00,9,1
ad6e3c7b08dec18b,2013-05-11 00:00:00-04:00,10,2
ad6e3c7b08dec18b,2013-05-12 00:00:00-04:00,6,2
ad6e3c7b08dec18b,2013-05-13 00:00:00-04:00,13,2
ad6e3c7b08dec18b,2013-05-14 00:00:00-04:00,9,3
ad6e3c7b08dec18b,2013-05-15 00:00:00-04:00,9,2
ad6e3c7b08dec18b,2013-05-17 00:00:00-04:00,8,1
ad6e3c7b08dec18b,2013-05-18 00:00:00-04:00,8,2
ad6e3c7b08dec18b,2013-05-19 00:00:00-04:00,13,1
ad6e3c7b08dec18b,2013-05-20 00:00:00-04:00,9,1
ad6e3c7b08dec18b,2013-05-21 00:00:00-04:00,7,1
ad6e3c7b08dec18b,2013-05-22 00:00:00-04:00,6,2
ad6e3c7b08dec18b,2013-05-23 00:00:00-04:00,6,2
ad6e3c7b08dec18b,2013-05-24 00:00:00-04:00,13,1
ad6e3c7b08dec18b,2013-05-25 00:00:00-04:00,8,1
ad6e3c7b08dec18b,2013-05-26 00:00:00-04:00,9,1
ad6e3c7b08dec18b,2013-05-27 00:00:00-04:00,13,3
ad6e3c7b08dec18b,2013-05-28 00:00:00-04:00,11,3
ad6e3c7b08dec18b,2013-05-29 00:00:00-04:00,1,1
afc0179f4807c4d1,2013-03-28 00:00:00-04:00,7,1
afc0179f4807c4d1,2013-04-01 00:00:00-04:00,7,1
afc0179f4807c4d1,2013-04-02 00:00:00-04:00,8,1
afc0179f4807c4d1,2013-04-03 00:00:00-04:00,7,1
afc0179f4807c4d1,2013-04-05 00:00:00-04:00,7,1
afc0179f4807c4d1,2013-04-29 00:00:00-04:00,5,2
afc0179f4807c4d1,2013-05-13 00:00:00-04:00,7,2
b5e6aa699aa6bb40,2013-03-31 00:00:00-04:00,9,1
b5e6aa699aa6bb40,2013-04-01 00:00:00-04:00,6,3
b5e6aa699aa6bb40,2013-04-02 00:00:00-04:00,7,2
b5e6aa699aa6bb40,2013-04-03 00:00:00-04:00,7,2
b5e6aa699aa6bb40,2013-04-05 00:00:00-04:00,5,3
b5e6aa699aa6bb40,2013-04-06 00:00:00-04:00,8,2
b5e6aa699aa6bb40,2013-04-07 00:00:00-04:00,7,2
b5e6aa699aa6bb40,2013-04-08 00:00:00-04:00,6,2
b5e6aa699aa6bb40,2013-04-10 00:00:00-04:00,7,3
b5e6aa699aa6bb40,2013-04-12 00:00:00-04:00,6,3
b5e6aa699aa6bb40,2013-04-15 00:00:00-04:00,3,4
b5e6aa699aa6bb40,2013-04-17 00:00:00-04:00,7,3
b5e6aa699aa6bb40,2013-04-18 00:00:00-04:00,6,3
b5e6aa699aa6bb40,2013-04-25 00:00:00-04:00,9,1
b5e6aa699aa6bb40,2013-04-26 00:00:00-04:00,6,1
b5e6aa699aa6bb40,2013-04-29 00:00:00-04:00,6,1
b5e6aa699aa6bb40,2013-05-01 00:00:00-04:00,6,2
b5e6aa699aa6bb40,2013-05-03 00:00:00-04:00,5,3
b5e6aa699aa6bb40,2013-05-06 00:00:00-04:00,6,2
b8f706e7df594c66,2013-03-31 00:00:00-04:00,7,2
b8f706e7df594c66,2013-04-01 00:00:00-04:00,9,2
b8f706e7df594c66,2013-04-02 00:00:00-04:00,11,1
b8f706e7df594c66,2013-04-03 00:00:00-04:00,7,3
b8f706e7df594c66,2013-04-04 00:00:00-04:00,7,2
b8f706e7df594c66,2013-04-05 00:00:00-04:00,6,2
b8f706e7df594c66,2013-04-06 00:00:00-04:00,7,3
b8f706e7df594c66,2013-04-07 00:00:00-04:00,10,2
b8f706e7df594c66,2013-04-08 00:00:00-04:00,7,2
b8f706e7df594c66,2013-04-09 00:00:00-04:00,7,2
b8f706e7df594c66,2013-04-10 00:00:00-04:00,7,2
b8f706e7df594c66,2013-04-11 00:00:00-04:00,7,2
b8f706e7df594c66,2013-04-12 00:00:00-04:00,7,2
b8f706e7df594c66,2013-04-13 00:00:00-04:00,7,3
b8f706e7df594c66,2013-04-14 00:00:00-04:00,10,1
b8f706e7df594c66,2013-04-15 00:00:00-04:00,8,2
b8f706e7df594c66,2013-04-16 00:00:00-04:00,9,2
b8f706e7df594c66,2013-04-17 00:00:00-04:00,7,3
b8f706e7df594c66,2013-04-18 00:00:00-04:00,9,3
b8f706e7df594c66,2013-04-19 00:00:00-04:00,7,2
b8f706e7df594c66,2013-04-20 00:00:00-04:00,8,3
b8f706e7df594c66,2013-04-22 00:00:00-04:00,8,2
b8f706e7df594c66,2013-04-23 00:00:00-04:00,7,3
b8f706e7df594c66,2013-04-24 00:00:00-04:00,8,3
b8f706e7df594c66,2013-04-25 00:00:00-04:00,6,3
b8f706e7df594c66,2013-04-26 00:00:00-04:00,9,2
b8f706e7df594c66,2013-04-27 00:00:00-04:00,8,3
b8f706e7df594c66,2013-04-28 00:00:00-04:00,8,4
b8f706e7df594c66,2013-04-29 00:00:00-04:00,6,2
b8f706e7df594c66,2013-04-30 00:00:00-04:00,9,3
b8f706e7df594c66,2013-05-01 00:00:00-04:00,9,2
b8f706e7df594c66,2013-05-03 00:00:00-04:00,9,2
b8f706e7df594c66,2013-05-05 00:00:00-04:00,9,2
b8f706e7df594c66,2013-05-06 00:00:00-04:00,8,2
b8f706e7df594c66,2013-05-08 00:00:00-04:00,8,2
b8f706e7df594c66,2013-05-10 00:00:00-04:00,9,2
b8f706e7df594c66,2013-05-12 00:00:00-04:00,1,3
b8f706e7df594c66,2013-05-14 00:00:00-04:00,15,3
b8f706e7df594c66,2013-05-18 00:00:00-04:00,11,2
b8f706e7df594c66,2013-05-19 00:00:00-04:00,4,3
b8f706e7df594c66,2013-05-20 00:00:00-04:00,14,2
b8f706e7df594c66,2013-05-22 00:00:00-04:00,9,2
b8f706e7df594c66,2013-05-25 00:00:00-04:00,10,3
b8f706e7df594c66,2013-05-27 00:00:00-04:00,12,2
b8f706e7df594c66,2013-05-28 00:00:00-04:00,6,2
b8f706e7df594c66,2013-06-03 00:00:00-04:00,12,2
bcf5858b23ad5d6c,2013-03-27 00:00:00-04:00,8,1
bcf5858b23ad5d6c,2013-03-28 00:00:00-04:00,8,2
bcf5858b23ad5d6c,2013-03-29 00:00:00-04:00,8,2
c053adfef70960b7,2013-03-28 00:00:00-04:00,8,1
c053adfef70960b7,2013-03-29 00:00:00-04:00,7,2
c053adfef70960b7,2013-03-30 00:00:00-04:00,7,2
c053adfef70960b7,2013-03-31 00:00:00-04:00,7,2
c053adfef70960b7,2013-04-01 00:00:00-04:00,6,4
c053adfef70960b7,2013-04-02 00:00:00-04:00,6,4
c053adfef70960b7,2013-04-03 00:00:00-04:00,0,4
c053adfef70960b7,2013-04-04 00:00:00-04:00,8,2
c053adfef70960b7,2013-04-05 00:00:00-04:00,7,1
c053adfef70960b7,2013-04-06 00:00:00-04:00,10,1
c053adfef70960b7,2013-04-07 00:00:00-04:00,9,2
c053adfef70960b7,2013-04-08 00:00:00-04:00,6,1
c053adfef70960b7,2013-04-09 00:00:00-04:00,10,1
c053adfef70960b7,2013-04-10 00:00:00-04:00,6,2
c053adfef70960b7,2013-04-11 00:00:00-04:00,8,2
c053adfef70960b7,2013-04-12 00:00:00-04:00,8,2
c053adfef70960b7,2013-04-13 00:00:00-04:00,10,1
c053adfef70960b7,2013-04-14 00:00:00-04:00,8,2
c053adfef70960b7,2013-04-15 00:00:00-04:00,4,3
c053adfef70960b7,2013-04-16 00:00:00-04:00,13,1
c053adfef70960b7,2013-04-17 00:00:00-04:00,2,4
c053adfef70960b7,2013-04-18 00:00:00-04:00,8,2
c053adfef70960b7,2013-04-19 00:00:00-04:00,6,3
c053adfef70960b7,2013-04-20 00:00:00-04:00,12,1
c053adfef70960b7,2013-04-22 00:00:00-04:00,5,3
c053adfef70960b7,2013-04-24 00:00:00-04:00,8,2
c053adfef70960b7,2013-04-26 00:00:00-04:00,4,3
c053adfef70960b7,2013-04-30 00:00:00-04:00,8,1
c053adfef70960b7,2013-05-03 00:00:00-04:00,0,4
c053adfef70960b7,2013-05-06 00:00:00-04:00,5,2
c053adfef70960b7,2013-05-07 00:00:00-04:00,8,2
c053adfef70960b7,2013-05-08 00:00:00-04:00,9,2
c053adfef70960b7,2013-05-09 00:00:00-04:00,7,2
c053adfef70960b7,2013-05-11 00:00:00-04:00,16,2
c053adfef70960b7,2013-05-13 00:00:00-04:00,1,4
c053adfef70960b7,2013-05-23 00:00:00-04:00,9,2
c053adfef70960b7,2013-05-24 00:00:00-04:00,2,4
c053adfef70960b7,2013-05-29 00:00:00-04:00,1,4
c8f5504447e51c4f,2013-03-27 00:00:00-04:00,8,1
c8f5504447e51c4f,2013-03-28 00:00:00-04:00,8,1
c8f5504447e51c4f,2013-03-29 00:00:00-04:00,7,1
c8f5504447e51c4f,2013-03-31 00:00:00-04:00,7,1
c8f5504447e51c4f,2013-04-01 00:00:00-04:00,7,1
c8f5504447e51c4f,2013-04-02 00:00:00-04:00,9,1
c8f5504447e51c4f,2013-04-03 00:00:00-04:00,5,2
c8f5504447e51c4f,2013-04-05 00:00:00-04:00,5,1
c8f5504447e51c4f,2013-04-06 00:00:00-04:00,8,1
c8f5504447e51c4f,2013-04-08 00:00:00-04:00,7,1
c8f5504447e51c4f,2013-04-09 00:00:00-04:00,7,1
c8f5504447e51c4f,2013-04-10 00:00:00-04:00,5,4
c8f5504447e51c4f,2013-04-11 00:00:00-04:00,5,3
c8f5504447e51c4f,2013-04-12 00:00:00-04:00,0,4
c8f5504447e51c4f,2013-04-14 00:00:00-04:00,5,1
c8f5504447e51c4f,2013-04-17 00:00:00-04:00,7,2
c8f5504447e51c4f,2013-04-18 00:00:00-04:00,6,1
c8f5504447e51c4f,2013-04-21 00:00:00-04:00,7,1
c8f5504447e51c4f,2013-04-30 00:00:00-04:00,0,4
c8f5504447e51c4f,2013-05-02 00:00:00-04:00,4,2
c8f5504447e51c4f,2013-05-03 00:00:00-04:00,7,3
c8f5504447e51c4f,2013-05-15 00:00:00-04:00,8,1
c8f5504447e51c4f,2013-05-26 00:00:00-04:00,1,1
c8f5504447e51c4f,2013-05-29 00:00:00-04:00,1,1
cd6251b4de52453b,2013-03-25 00:00:00-04:00,8,1
cd6251b4de52453b,2013-03-26 00:00:00-04:00,8,1
cd6251b4de52453b,2013-03-27 00:00:00-04:00,6,2
cd6251b4de52453b,2013-03-28 00:00:00-04:00,8,1
cd6251b4de52453b,2013-03-29 00:00:00-04:00,8,1
cd6251b4de52453b,2013-03-31 00:00:00-04:00,9,2
cd6251b4de52453b,2013-04-01 00:00:00-04:00,3,4
cd6251b4de52453b,2013-04-03 00:00:00-04:00,5,3
cd6251b4de52453b,2013-04-04 00:00:00-04:00,10,2
cd6251b4de52453b,2013-04-05 00:00:00-04:00,4,1
cd6251b4de52453b,2013-04-06 00:00:00-04:00,9,2
cd6251b4de52453b,2013-04-07 00:00:00-04:00,9,1
cd6251b4de52453b,2013-04-08 00:00:00-04:00,4,3
cd6251b4de52453b,2013-04-09 00:00:00-04:00,6,3
cd6251b4de52453b,2013-04-10 00:00:00-04:00,5,1
cd6251b4de52453b,2013-04-11 00:00:00-04:00,8,1
cd6251b4de52453b,2013-04-12 00:00:00-04:00,3,1
cd6251b4de52453b,2013-04-13 00:00:00-04:00,14,1
cd6251b4de52453b,2013-04-14 00:00:00-04:00,9,1
cd6251b4de52453b,2013-04-15 00:00:00-04:00,3,4
cd6251b4de52453b,2013-04-17 00:00:00-04:00,3,4
cd6251b4de52453b,2013-04-20 00:00:00-04:00,8,1
cd6251b4de52453b,2013-04-21 00:00:00-04:00,8,2
cd6251b4de52453b,2013-04-22 00:00:00-04:00,3,4
cd6251b4de52453b,2013-04-23 00:00:00-04:00,6,3
cd6251b4de52453b,2013-04-24 00:00:00-04:00,9,1
cd6251b4de52453b,2013-04-25 00:00:00-04:00,5,3
cd6251b4de52453b,2013-05-01 00:00:00-04:00,3,4
cd6251b4de52453b,2013-05-05 00:00:00-04:00,10,1
cd6251b4de52453b,2013-05-06 00:00:00-04:00,9,1
cd6251b4de52453b,2013-05-08 00:00:00-04:00,6,1
cd6251b4de52453b,2013-05-09 00:00:00-04:00,10,2
cd6251b4de52453b,2013-05-10 00:00:00-04:00,11,1
cd6251b4de52453b,2013-05-13 00:00:00-04:00,15,1
cd6251b4de52453b,2013-05-16 00:00:00-04:00,10,1
cd6251b4de52453b,2013-05-17 00:00:00-04:00,9,2
cd6251b4de52453b,2013-05-23 00:00:00-04:00,9,2
cd6251b4de52453b,2013-05-24 00:00:00-04:00,9,2
cd6251b4de52453b,2013-05-25 00:00:00-04:00,7,3
cd6251b4de52453b,2013-05-26 00:00:00-04:00,12,2
cd6251b4de52453b,2013-05-28 00:00:00-04:00,9,3
cd6251b4de52453b,2013-05-29 00:00:00-04:00,1,1
cd6251b4de52453b,2013-05-31 00:00:00-04:00,10,2
cd6251b4de52453b,2013-06-02 00:00:00-04:00,9,1
cda188c15b09fbc7,2013-03-26 00:00:00-04:00,6,2
cda188c15b09fbc7,2013-03-27 00:00:00-04:00,6,2
cda188c15b09fbc7,2013-03-28 00:00:00-04:00,7,3
cda188c15b09fbc7,2013-03-29 00:00:00-04:00,6,3
cda188c15b09fbc7,2013-03-30 00:00:00-04:00,9,2
cda188c15b09fbc7,2013-03-31 00:00:00-04:00,8,2
cda188c15b09fbc7,2013-04-01 00:00:00-04:00,7,2
cda188c15b09fbc7,2013-04-02 00:00:00-04:00,7,1
cda188c15b09fbc7,2013-04-03 00:00:00-04:00,7,2
cda188c15b09fbc7,2013-04-04 00:00:00-04:00,5,2
cda188c15b09fbc7,2013-04-05 00:00:00-04:00,7,2
cda188c15b09fbc7,2013-04-08 00:00:00-04:00,5,1
cda188c15b09fbc7,2013-04-10 00:00:00-04:00,8,2
cda188c15b09fbc7,2013-04-11 00:00:00-04:00,8,1
cda188c15b09fbc7,2013-04-12 00:00:00-04:00,8,2
cda188c15b09fbc7,2013-04-13 00:00:00-04:00,7,3
cda188c15b09fbc7,2013-04-15 00:00:00-04:00,7,2
cda188c15b09fbc7,2013-04-17 00:00:00-04:00,6,3
cda188c15b09fbc7,2013-04-22 00:00:00-04:00,7,2
cda188c15b09fbc7,2013-04-23 00:00:00-04:00,8,1
cda188c15b09fbc7,2013-05-02 00:00:00-04:00,8,3
d853ba7bf3a89249,2013-03-27 00:00:00-04:00,6,2
d853ba7bf3a89249,2013-03-28 00:00:00-04:00,8,1
d853ba7bf3a89249,2013-03-29 00:00:00-04:00,8,1
d853ba7bf3a89249,2013-03-30 00:00:00-04:00,7,3
d853ba7bf3a89249,2013-03-31 00:00:00-04:00,9,1
d853ba7bf3a89249,2013-04-01 00:00:00-04:00,7,2
d853ba7bf3a89249,2013-04-02 00:00:00-04:00,8,1
d853ba7bf3a89249,2013-04-03 00:00:00-04:00,8,1
d853ba7bf3a89249,2013-04-04 00:00:00-04:00,7,3
d853ba7bf3a89249,2013-04-05 00:00:00-04:00,8,2
d853ba7bf3a89249,2013-04-08 00:00:00-04:00,5,1
d853ba7bf3a89249,2013-04-10 00:00:00-04:00,6,1
d853ba7bf3a89249,2013-04-11 00:00:00-04:00,8,1
d853ba7bf3a89249,2013-04-12 00:00:00-04:00,7,2
d853ba7bf3a89249,2013-04-13 00:00:00-04:00,9,1
d853ba7bf3a89249,2013-04-14 00:00:00-04:00,8,1
d853ba7bf3a89249,2013-04-15 00:00:00-04:00,6,2
d853ba7bf3a89249,2013-04-16 00:00:00-04:00,6,3
d853ba7bf3a89249,2013-04-30 00:00:00-04:00,7,1
d853ba7bf3a89249,2013-05-03 00:00:00-04:00,8,3
d853ba7bf3a89249,2013-05-16 00:00:00-04:00,11,1
d853ba7bf3a89249,2013-05-25 00:00:00-04:00,11,1
d853ba7bf3a89249,2013-05-31 00:00:00-04:00,11,1
d853ba7bf3a89249,2013-06-03 00:00:00-04:00,11,1
da1b3717d0ae0754,2013-03-29 00:00:00-04:00,7,2
da1b3717d0ae0754,2013-03-30 00:00:00-04:00,10,1
da1b3717d0ae0754,2013-03-31 00:00:00-04:00,8,2
da1b3717d0ae0754,2013-04-01 00:00:00-04:00,7,3
da1b3717d0ae0754,2013-04-02 00:00:00-04:00,10,1
da1b3717d0ae0754,2013-04-04 00:00:00-04:00,8,2
da1b3717d0ae0754,2013-04-09 00:00:00-04:00,8,2
da1b3717d0ae0754,2013-04-10 00:00:00-04:00,8,2
da1b3717d0ae0754,2013-04-11 00:00:00-04:00,7,1
da1b3717d0ae0754,2013-04-12 00:00:00-04:00,7,3
da1b3717d0ae0754,2013-04-22 00:00:00-04:00,8,1
da1b3717d0ae0754,2013-05-12 00:00:00-04:00,6,3
e6f9550c1a45e908,2013-03-26 00:00:00-04:00,6,2
e6f9550c1a45e908,2013-03-27 00:00:00-04:00,6,1
e6f9550c1a45e908,2013-03-28 00:00:00-04:00,10,3
e6f9550c1a45e908,2013-03-29 00:00:00-04:00,6,3
e6f9550c1a45e908,2013-03-30 00:00:00-04:00,10,2
e6f9550c1a45e908,2013-03-31 00:00:00-04:00,7,3
e6f9550c1a45e908,2013-04-01 00:00:00-04:00,6,2
e6f9550c1a45e908,2013-04-02 00:00:00-04:00,8,2
e6f9550c1a45e908,2013-04-03 00:00:00-04:00,6,3
e6f9550c1a45e908,2013-04-04 00:00:00-04:00,8,2
e6f9550c1a45e908,2013-04-05 00:00:00-04:00,6,3
e6f9550c1a45e908,2013-04-06 00:00:00-04:00,6,3
e6f9550c1a45e908,2013-04-07 00:00:00-04:00,8,1
e6f9550c1a45e908,2013-04-10 00:00:00-04:00,6,2
e6f9550c1a45e908,2013-04-11 00:00:00-04:00,7,1
e6f9550c1a45e908,2013-04-14 00:00:00-04:00,8,1
e6f9550c1a45e908,2013-04-15 00:00:00-04:00,10,1
e6f9550c1a45e908,2013-04-16 00:00:00-04:00,9,2
e6f9550c1a45e908,2013-04-18 00:00:00-04:00,8,2
e6f9550c1a45e908,2013-04-20 00:00:00-04:00,7,1
e6f9550c1a45e908,2013-04-21 00:00:00-04:00,6,1
e6f9550c1a45e908,2013-04-22 00:00:00-04:00,0,4
e6f9550c1a45e908,2013-04-23 00:00:00-04:00,8,1
e6f9550c1a45e908,2013-04-24 00:00:00-04:00,8,1
e6f9550c1a45e908,2013-04-25 00:00:00-04:00,9,1
e6f9550c1a45e908,2013-04-26 00:00:00-04:00,7,2
e6f9550c1a45e908,2013-05-01 00:00:00-04:00,6,2
e6f9550c1a45e908,2013-05-03 00:00:00-04:00,8,1
e6f9550c1a45e908,2013-05-05 00:00:00-04:00,8,1
e6f9550c1a45e908,2013-05-06 00:00:00-04:00,8,1
e6f9550c1a45e908,2013-05-09 00:00:00-04:00,12,1
e6f9550c1a45e908,2013-05-11 00:00:00-04:00,15,1
e6f9550c1a45e908,2013-05-15 00:00:00-04:00,7,2
e6f9550c1a45e908,2013-05-19 00:00:00-04:00,9,2
e6f9550c1a45e908,2013-05-23 00:00:00-04:00,1,3
